--	Center	Openings	Link1	Link2	Link3	Link4	Link5	Link6	Status	Checksum
Blank	2,5	PDBSCDT	DPCDHHT	DSHBCDT	BSCBTTS	PTCTBTS	HHCSDCS	UNIQUE	PDBSCDTDPCDHHTDSHBCDTBSCBTTSPTCTBTSHHCSDCS
Blank	4	PDBSTHD	TBSBPBH	DDHBTHD	BBDSPSD	CDTTHPS	STHCPST	UNIQUE	PDBSTHDTBSBPBHDDHBTHDBBDSPSDCDTTHPSSTHCPST
Blank	6	PDBTBCD	BDDPTDB	CBBCSPD	SBSBPHS	HSHBBPS	TBCCTCC	UNIQUE	PDBTBCDBDDPTDBCBBCSPDSBSBPHSHSHBBPSTBCCTCC
Blank	2,4,5	PDBTBDT	TCCSBSS	BPHHHPH	SBSCBDP	PCBSPBD	PBCSTBS	UNIQUE	PDBTBDTTCCSBSSBPHHHPHSBSCBDPPCBSPBDPBCSTBS
Blank	5,6	PDBTSCC	PCSHBHB	SCCHCPS	CHTSDSP	BPTBTTT	CPTSPHB	UNIQUE	PDBTSCCPCSHBHBSCCHCPSCHTSDSPBPTBTTTCPTSPHB
Diamond	2,5	PDCCBTH	CHSPBHH	BSTPDPS	TSBHBTC	SHPTTDS	TSPDSBB	UNIQUE	PDCCBTHCHSPBHHBSTPDPSTSBHBTCSHPTTDSTSPDSBB
Blank	2,3	PDCCSBB	SHTBCHT	SPSPHHC	HSDDSTD	PDBBHHS	BTHHCHP	UNIQUE	PDCCSBBSHTBCHTSPSPHHCHSDDSTDPDBBHHSBTHHCHP
Snake	2,3,4,6	PDCDDCD	CHTSSCD	SHTPCCC	CHPSPSB	TPDBDDP	CDBHCBT	UNIQUE	PDCDDCDCHTSSCDSHTPCCCCHPSPSBTPDBDDPCDBHCBT
Blank	4	PDCHPPS	CDDPPHC	PTCPPPH	BCCTSDC	TPDBTBB	CHPTCSP	UNIQUE	PDCHPPSCDDPPHCPTCPPPHBCCTSDCTPDBTBBCHPTCSP
Plus	2	PDCPCCB	SDCSTTD	PCBTDPP	PPTPPHC	CDCBDPT	PSHSTSC	UNIQUE	PDCPCCBSDCSTTDPCBTDPPPPTPPHCCDCBDPTPSHSTSC
Blank	1,3	PDCPTCC	CCDHPTP	SCDCBPS	DBHSBPC	CSPDDTH	SCBBCPT	UNIQUE	PDCPTCCCCDHPTPSCDCBPSDBHSBPCCSPDDTHSCBBCPT
Blank	1,4	PDCSBCP	SCSTPTT	SBTPBST	SDBTSSH	BBBBBBB	BBBBBBB	UNIQUE	PDCSBCPSCSTPTTSBTPBSTSDBTSSHBBBBBBBBBBBBBB
Snake	6	PDCTBPP	PHTTDHH	CDHBHDT	SHHDPPC	BPBPDTT	TPHTCPD	UNIQUE	PDCTBPPPHTTDHHCDHBHDTSHHDPPCBPBPDTTTPHTCPD
Clover	2,6	PDDBPSD	SHCCTHH	DPDBSBP	PCTCSCT	HTSDPDH	PDPHBPC	UNIQUE	PDDBPSDSHCCTHHDPDBSBPPCTCSCTHTSDPDHPDPHBPC
Blank	2	PDDHDDP	BCCSSSC	SSSCDHB	PBDCBTB	TCPDHCB	TBTCCSP	UNIQUE	PDDHDDPBCCSSSCSSSCDHBPBDCBTBTCPDHCBTBTCCSP
Blank	4,6	PDDHHHH	DPBSHST	DBDCPPH	SCDSCDD	HSCHSCP	SCDCBPS	UNIQUE	PDDHHHHDPBSHSTDBDCPPHSCDSCDDHSCHSCPSCDCBPS
Blank	1	PDDPBSB	BHTPSSS	SBHTHHH	BTCPHHS	DSBCDSS	DTDCBBB	UNIQUE	PDDPBSBBHTPSSSSBHTHHHBTCPHHSDSBCDSSDTDCBBB
Blank	2,4,5,6	PDDSSDD	SPHBBBS	TBPPSHT	CCHPHDP	DBPSTST	PCSBDSH	UNIQUE	PDDSSDDSPHBBBSTBPPSHTCCHPHDPDBPSTSTPCSBDSH
Blank	3,6	PDDTHDT	SSBPSPD	HPCSBHT	TSSBSSH	HBHBPDH	CCTTCPS	UNIQUE	PDDTHDTSSBPSPDHPCSBHTTSSBSSHHBHBPDHCCTTCPS
Blank	1,2,5,6	PDDTHSC	PSTSPSS	HDPCTTP	CSDHDSB	CSDSBTP	DPSSPCS	UNIQUE	PDDTHSCPSTSPSSHDPCTTPCSDHDSBCSDSBTPDPSSPCS
Blank	2	PDHDCTD	DSHDBCT	STSDDHC	HTPSCTC	SHPBPTT	BDTSCSC	UNIQUE	PDHDCTDDSHDBCTSTSDDHCHTPSCTCSHPBPTTBDTSCSC
Blank	3,5	PDHHSBT	TTDHBSH	PPPPHHB	CPSTDHP	SPPCCHB	PPCBCTP	UNIQUE	PDHHSBTTTDHBSHPPPPHHBCPSTDHPSPPCCHBPPCBCTP
Snake	5,6	PDHSCSB	CSPHPBH	CCHTDHB	DHPCCSB	TDTTBTS	PTCCPSD	UNIQUE	PDHSCSBCSPHPBHCCHTDHBDHPCCSBTDTTBTSPTCCPSD
Blank	2,5	PDHTBPT	DTHCSTB	PBPSCSS	DSSBPCH	HCTHPCC	CBPHCDD	UNIQUE	PDHTBPTDTHCSTBPBPSCSSDSSBPCHHCTHPCCCBPHCDD
Blank	2,5	PDHTHDB	BHHBDCP	CHDBSBD	TSHCBSB	PPDHDCP	DCCBCPS	UNIQUE	PDHTHDBBHHBDCPCHDBSBDTSHCBSBPPDHDCPDCCBCPS
Blank	5	PDHTSST	CBCSCTD	BSBPSDH	SBTPPSD	BBDTBBH	CCCHPCB	UNIQUE	PDHTSSTCBCSCTDBSBPSDHSBTPPSDBBDTBBHCCCHPCB
Diamond	2,4	PDPCPSS	BPBPTSS	TSDPHSH	BPHBPCP	TSDDSHD	BSHTBSP	UNIQUE	PDPCPSSBPBPTSSTSDPHSHBPHBPCPTSDDSHDBSHTBSP
Blank	2	PDPPCTT	PHDPPTT	CDSDSPS	DCPPDDP	DTHHPTB	HPHDHDH	UNIQUE	PDPPCTTPHDPPTTCDSDSPSDCPPDDPDTHHPTBHPHDHDH
Blank	1,3,6	PDPSBHB	BCSBCPB	CPPCSTH	CPSCBCD	BDHHDDP	TDCHPBP	UNIQUE	PDPSBHBBCSBCPBCPPCSTHCPSCBCDBDHHDDPTDCHPBP
Blank	3,5	PDPSTTT	HSDBDDD	PBBDBCT	HTBBTBT	CBPTPTP	TDSBHDB	UNIQUE	PDPSTTTHSDBDDDPBBDBCTHTBBTBTCBPTPTPTDSBHDB
Blank	4,5,6	PDSBDDT	BBDCSSS	STDDDBB	BSSHBPD	PCDHHTT	BSSPBCT	UNIQUE	PDSBDDTBBDCSSSSTDDDBBBSSHBPDPCDHHTTBSSPBCT
Hex	1	PDSBHCT	TSSDPDB	HSBDTBB	THTPHTS	CDSHCHS	DBCSSTP	UNIQUE	PDSBHCTTSSDPDBHSBDTBBTHTPHTSCDSHCHSDBCSSTP
Blank	5	PDSPBDH	PHCHDCC	DBCHDDH	PSPBCHH	DPDDHSP	PPSSSSC	UNIQUE	PDSPBDHPHCHDCCDBCHDDHPSPBCHHDPDDHSPPPSSSSC
Blank	2,3	PDSSDTB	DBSDCCC	DHDSHPP	PTHTHTB	THPCBTB	SSBCCCC	UNIQUE	PDSSDTBDBSDCCCDHDSHPPPTHTHTBTHPCBTBSSBCCCC
Blank	2,3,4	PDSTHTH	HPSBTDS	HPTPDSB	SHSDTBD	BDCSDCP	CHBTHSB	UNIQUE	PDSTHTHHPSBTDSHPTPDSBSHSDTBDBDCSDCPCHBTHSB
Blank	3	PDTHDSH	BTSBHPH	SCSCTCH	DPTHCSP	TSPTPHT	HPPTSHT	UNIQUE	PDTHDSHBTSBHPHSCSCTCHDPTHCSPTSPTPHTHPPTSHT
Blank	5	PDTHTSS	CBBSCSS	CHPTSBC	STPDSTH	SCPDTBH	DSTDPBP	UNIQUE	PDTHTSSCBBSCSSCHPTSBCSTPDSTHSCPDTBHDSTDPBP
Blank	1,2,5	PDTPHBD	PDDTCBB	PPSPCTS	PPTCTHH	SSBTTBH	TTBDCPC	UNIQUE	PDTPHBDPDDTCBBPPSPCTSPPTCTHHSSBTTBHTTBDCPC
Plus	2,5,6	PDTSDCP	STBHHHT	TBPDBDS	BDTPPPD	CSPTDHS	TPCBDDB	UNIQUE	PDTSDCPSTBHHHTTBPDBDSBDTPPPDCSPTDHSTPCBDDB
Blank	3,5,6	PHBBSSH	HTTCTCT	TTHCPBS	HSPPBHT	DCCHCCB	PPSBSBP	UNIQUE	PHBBSSHHTTCTCTTTHCPBSHSPPBHTDCCHCCBPPSBSBP
Blank	3,5,6	PHBDTDT	PCSHSSD	BHBSPHS	HTHBBPP	BCTTSTT	HDHSCTH	UNIQUE	PHBDTDTPCSHSSDBHBSPHSHTHBBPPBCTTSTTHDHSCTH
Blank	1,5	PHBHBHH	SHTSPPB	DHDTSDP	HSTCDCB	SSPTBTB	BBSDHSP	UNIQUE	PHBHBHHSHTSPPBDHDTSDPHSTCDCBSSPTBTBBBSDHSP
Snake	5	PHBHPDC	DPHHSSC	PSPSPCS	CDTPTDB	TPHBSDS	DBHBDSH	UNIQUE	PHBHPDCDPHHSSCPSPSPCSCDTPTDBTPHBSDSDBHBDSH
Blank	3,5	PHBPTTT	HPHCSCB	TSTPTPC	CHBTDHS	CSHPTHC	DTDBPST	UNIQUE	PHBPTTTHPHCSCBTSTPTPCCHBTDHSCSHPTHCDTDBPST
Blank	2,5	PHBSHHP	BBSCTPH	PBHDCDD	PDPBCDS	CBBTBPT	HCPHCPD	UNIQUE	PHBSHHPBBSCTPHPBHDCDDPDPBCDSCBBTBPTHCPHCPD
Blank	2,5	PHBTBBH	PCSBHHC	HCPCCSH	BPSSCTT	DHDSCCP	CTDPPSH	UNIQUE	PHBTBBHPCSBHHCHCPCCSHBPSSCTTDHDSCCPCTDPPSH
Snake	2,4,6	PHCBPSH	PPPPHBS	TCPCHDH	DDHHDTS	HSCCBTT	BCHSCPH	UNIQUE	PHCBPSHPPPPHBSTCPCHDHDDHHDTSHSCCBTTBCHSCPH
Blank	3,5,6	PHCDDDT	HDPDPSD	HHHPPBB	BCPHSBH	HPHTBSS	PSDHCSS	UNIQUE	PHCDDDTHDPDPSDHHHPPBBBCPHSBHHPHTBSSPSDHCSS
Plus	2,4	PHCHCBP	BCBTTSD	PBTSCTH	STTCSBT	THHPTDH	SDHHCPP	UNIQUE	PHCHCBPBCBTTSDPBTSCTHSTTCSBTTHHPTDHSDHHCPP
Snake	6	PHCHHSH	CHPDTPH	TTCPBDS	CBPCTSC	CBCPSSH	BSSDTBD	UNIQUE	PHCHHSHCHPDTPHTTCPBDSCBPCTSCCBCPSSHBSSDTBD
Blank	3,5,6	PHCPBCH	DTTCCDC	BBPCSBS	CPSTDPB	TDHTSSS	SPCBTHS	UNIQUE	PHCPBCHDTTCCDCBBPCSBSCPSTDPBTDHTSSSSPCBTHS
Blank	1,2,5	PHCSCDB	CBHBBDH	TTTBBPD	SSCPBBP	PPBTHHC	CCTCBBT	UNIQUE	PHCSCDBCBHBBDHTTTBBPDSSCPBBPPPBTHHCCCTCBBT
Clover	2,4	PHCSPBS	BSPSTBT	DSDCBPC	TBHCHDD	PPSBSTD	TTPHCBP	UNIQUE	PHCSPBSBSPSTBTDSDCBPCTBHCHDDPPSBSTDTTPHCBP
Blank	2,5	PHCTHPC	HBTPSTS	SHPPBBB	BCSDPSD	SSTCBPS	SPCSCCD	UNIQUE	PHCTHPCHBTPSTSSHPPBBBBCSDPSDSSTCBPSSPCSCCD
Blank	2,6	PHDCPHP	STHTPDS	TPDCCDT	BBSDDCP	DBCPTDD	BDPDTDS	UNIQUE	PHDCPHPSTHTPDSTPDCCDTBBSDDCPDBCPTDDBDPDTDS
Clover	4	PHDHTPP	DBPSHSD	BBHDSSC	BTPSPBH	BSDTTCC	HCPHPPT	UNIQUE	PHDHTPPDBPSHSDBBHDSSCBTPSPBHBSDTTCCHCPHPPT
Plus	4	PHDSBCS	DBDBSDC	PHDPBDB	CBCBTHD	BBBBBBB	BBBBBBB	UNIQUE	PHDSBCSDBDBSDCPHDPBDBCBCBTHDBBBBBBBBBBBBBB
Blank	3,5	PHDSHSD	SSTSSDP	SBBDSTP	CHBHBTD	BPPPTCD	SCTDSHS	UNIQUE	PHDSHSDSSTSSDPSBBDSTPCHBHBTDBPPPTCDSCTDSHS
Blank	3	PHHBBHH	CDDDCBC	DPPHSDD	DHDBTBB	PCTBSHB	SPDTPHT	UNIQUE	PHHBBHHCDDDCBCDPPHSDDDHDBTBBPCTBSHBSPDTPHT
Blank	1,2,3	PHHBTPC	SPCHSCC	PCDCSTB	CCSTCDS	TPSDDPH	SBCPBHD	UNIQUE	PHHBTPCSPCHSCCPCDCSTBCCSTCDSTPSDDPHSBCPBHD
Blank	3,5	PHPBCCD	TTHCDTD	SHBHHDB	BSHHTDH	CCPHPSD	SCHBTCS	UNIQUE	PHPBCCDTTHCDTDSHBHHDBBSHHTDHCCPHPSDSCHBTCS
Blank	2	PHPCSDD	HSPCTHP	BHHHDDT	PBCDDBT	BDPPCHH	SHDBBBT	UNIQUE	PHPCSDDHSPCTHPBHHHDDTPBCDDBTBDPPCHHSHDBBBT
Blank	3,6	PHPHBDS	BSHPBHS	THBHTTC	SPHTPCC	BSDBPPH	HDCPSTS	UNIQUE	PHPHBDSBSHPBHSTHBHTTCSPHTPCCBSDBPPHHDCPSTS
Blank	5	TTDPPHP	PTSCDPS	PCHDSBB	HHCBPHT	BTBDBDB	TTTTHPT	UNIQUE	TTDPPHPPTSCDPSPCHDSBBHHCBPHTBTBDBDBTTTTHPT
Blank	2, 5	PHPPTPB	DPSBBBD	DBBTSSP	SSDBCCD	TSPCSCH	TBSDTSD	UNIQUE	PHPPTPBDPSBBBDDBBTSSPSSDBCCDTSPCSCHTBSDTSD
Blank	5	PHPSBPS	BPDCBTP	PHHSPSD	HHPTDTT	HHTBTHT	SPHHHCB	UNIQUE	PHPSBPSBPDCBTPPHHSPSDHHPTDTTHHTBTHTSPHHHCB
Blank	2,5,6	PHPSTBT	TTHBPCB	TTHTCCC	BBPPDPB	BCSPHSP	CCPBSHT	UNIQUE	PHPSTBTTTHBPCBTTHTCCCBBPPDPBBCSPHSPCCPBSHT
Blank	3,6	PHPTBHD	TPDBSCS	CPPDHBB	PTPTCBP	THDSTCH	DBHSCCC	UNIQUE	PHPTBHDTPDBSCSCPPDHBBPTPTCBPTHDSTCHDBHSCCC
Snake	2,3,5,6	PHSBBBD	SHTDDCT	HCDSSBP	CSDTSDT	STPDCHT	SCTHDPC	UNIQUE	PHSBBBDSHTDDCTHCDSSBPCSDTSDTSTPDCHTSCTHDPC
Blank	2,4	PHSHCHT	BDHCDST	DSCDCCC	PSBSPTP	HPSSBCD	TDBTHPS	UNIQUE	PHSHCHTBDHCDSTDSCDCCCPSBSPTPHPSSBCDTDBTHPS
Blank	5	PHSHTDH	TBSTPBS	SPPPBTB	PHPBCCD	SPCBCHS	CTHCDST	UNIQUE	PHSHTDHTBSTPBSSPPPBTBPHPBCCDSPCBCHSCTHCDST
Blank	2,4,5	PHTCCCP	DCDBDTP	TTHPSPT	BSDBBHT	TDCSCPD	CPHSBPT	UNIQUE	PHTCCCPDCDBDTPTTHPSPTBSDBBHTTDCSCPDCPHSBPT
Blank	2,6	PHTPTBD	HTDBSTT	CPHSPBS	CPBPPHC	HHHSSSS	CDDSCSP	UNIQUE	PHTPTBDHTDBSTTCPHSPBSCPBPPHCHHHSSSSCDDSCSP
Snake	5	PHTSHBD	SPBBHTB	HCDBHSS	HBPBBPC	PCCDHDD	TDCCTTC	UNIQUE	PHTSHBDSPBBHTBHCDBHSSHBPBBPCPCCDHDDTDCCTTC
Blank	2,3	PPBBCSB	HHDSCDB	BTHPDPS	DHBCHTH	BBBBBBB	BBBBBBB	UNIQUE	PPBBCSBHHDSCDBBTHPDPSDHBCHTHBBBBBBBBBBBBBB
Plus	5,6	PPBBTPB	BHBHCPP	TCHBTCS	BHSHCCB	CHSTCST	DBDTHSP	UNIQUE	PPBBTPBBHBHCPPTCHBTCSBHSHCCBCHSTCSTDBDTHSP
Blank	1	PPBDTBT	CTDHPHT	BTCSTBC	THSBCCH	HHBCCCT	BSDCCSP	UNIQUE	PPBDTBTCTDHPHTBTCSTBCTHSBCCHHHBCCCTBSDCCSP
Blank	2,4	PPBHHDD	DDTHDHS	DDBPBPC	DCSBDDH	SSTDDPB	DDHDPSD	UNIQUE	PPBHHDDDDTHDHSDDBPBPCDCSBDDHSSTDDPBDDHDPSD
Blank	1,4,5	PPBHHPS	PSPDPCD	HHSDBCT	SPBBHBD	TTCPDPC	PTBPPTD	UNIQUE	PPBHHPSPSPDPCDHHSDBCTSPBBHBDTTCPDPCPTBPPTD
Blank	2,5	PPBHPHB	HPBCHPD	PCSTTBS	HCBSDHS	HDCHHHT	CHBBBDC	UNIQUE	PPBHPHBHPBCHPDPCSTTBSHCBSDHSHDCHHHTCHBBBDC
Blank	3	PPBTCBC	CBPHDDT	CDHTTSD	PSCPCSB	PCPPSHC	BBHTTPT	UNIQUE	PPBTCBCCBPHDDTCDHTTSDPSCPCSBPCPPSHCBBHTTPT
Plus	3	PPCBDTT	HDHCDHD	DBSCCBD	TTTCDSH	HHDPPCB	TSPCHCB	UNIQUE	PPCBDTTHDHCDHDDBSCCBDTTTCDSHHHDPPCBTSPCHCB
Blank	4	PPCCSHT	SPBDCSH	BDSDPDD	TBCHHCH	HCHSBBH	STBHDST	UNIQUE	PPCCSHTSPBDCSHBDSDPDDTBCHHCHHCHSBBHSTBHDST
Plus	2,5	PPCHDBB	TCBTSBH	DCBHCDP	CTSDTCB	HTSHPBS	BHSPDPP	UNIQUE	PPCHDBBTCBTSBHDCBHCDPCTSDTCBHTSHPBSBHSPDPP
Blank	1	PPCPPTP	PHCPSTP	HPCSCDB	CHCSBBH	SHBTBHT	DDBSBST	UNIQUE	PPCPPTPPHCPSTPHPCSCDBCHCSBBHSHBTBHTDDBSBST
Blank	1,2,3,5	PPCTCTP	HHCPTBD	BHCBDCD	BPCSHTT	SSDTBBC	HHSSSST	UNIQUE	PPCTCTPHHCPTBDBHCBDCDBPCSHTTSSDTBBCHHSSSST
Plus	3,5,6	PPDDBCS	BHTCPDC	STPTTHH	TDPDTPC	CBHDBDH	SDTCTSB	UNIQUE	PPDDBCSBHTCPDCSTPTTHHTDPDTPCCBHDBDHSDTCTSB
Blank	3	PPDHBCC	PDHBBBD	BDSHCHS	SPPHPCB	PHHTBDB	BSBCPBD	UNIQUE	PPDHBCCPDHBBBDBDSHCHSSPPHPCBPHHTBDBBSBCPBD
Plus	2,4,5,6	PPDHBDD	CCCTCBS	HHCBBBS	PTTBCCC	DBPPHCS	BBBSHHS	UNIQUE	PPDHBDDCCCTCBSHHCBBBSPTTBCCCDBPPHCSBBBSHHS
Clover	1	PPDHDCP	CCHCDTP	PHBDPDP	HTSTDPP	HPPDDCC	BSHTPPH	UNIQUE	PPDHDCPCCHCDTPPHBDPDPHTSTDPPHPPDDCCBSHTPPH
Blank	5,6	PPDHSTC	SBDHDTB	SHCCBSC	CPCHDSS	TBCTCHH	PDHPHHD	UNIQUE	PPDHSTCSBDHDTBSHCCBSCCPCHDSSTBCTCHHPDHPHHD
Blank	1,2,4,6	PPHBCDP	PTBCSHD	PDSHHTD	DPDSTTB	DCHDTTD	SSTHCPS	UNIQUE	PPHBCDPPTBCSHDPDSHHTDDPDSTTBDCHDTTDSSTHCPS
Blank	2,5	PPHCHHH	TSPTCHP	PPTDHDT	HPCHDDD	BTBCTPH	TCPTSPD	UNIQUE	PPHCHHHTSPTCHPPPTDHDTHPCHDDDBTBCTPHTCPTSPD
Blank	1	PPHDDDS	SSBDSCC	PTTDCSC	DBDPSDH	THBCPTT	BPSPSTT	UNIQUE	PPHDDDSSSBDSCCPTTDCSCDBDPSDHTHBCPTTBPSPSTT
Diamond	3,6	PPHDDTT	BPTSPPS	TPSBCDC	TTTHPTC	HSDBPSS	SDHPDCB	UNIQUE	PPHDDTTBPTSPPSTPSBCDCTTTHPTCHSDBPSSSDHPDCB
Blank	3	PPHDPHB	SPHCCCH	CPPHDDD	PBCDPTT	CPCHDPP	DTHBBDP	UNIQUE	PPHDPHBSPHCCCHCPPHDDDPBCDPTTCPCHDPPDTHBBDP
Blank	1,4	PPHDPPH	CHPDCDC	HPTDCHB	PBHTHBC	BSBTPSP	BHPSPTP	UNIQUE	PPHDPPHCHPDCDCHPTDCHBPBHTHBCBSBTPSPBHPSPTP
Blank	2,3,6	PPHDTBP	DCPHDHT	SPBSSBC	BPPBHHC	HDSCTSD	BSSPBBT	UNIQUE	PPHDTBPDCPHDHTSPBSSBCBPPBHHCHDSCTSDBSSPBBT
Blank	3,6	PPHHDBP	TDSBHPH	DTDDTBP	TBPTHHT	HBCSSDP	CDDPTHT	UNIQUE	PPHHDBPTDSBHPHDTDDTBPTBPTHHTHBCSSDPCDDPTHT
Blank	5	PPHSDHT	DHTSPHC	CPSCTPC	TDDDPDD	PCPBBCB	PTTSTTC	UNIQUE	PPHSDHTDHTSPHCCPSCTPCTDDDPDDPCPBBCBPTTSTTC
Blank	4	PPHSTCD	DHSPBHB	DPHCBHB	BDSBSHH	BBSCDST	CHBSPTC	UNIQUE	PPHSTCDDHSPBHBDPHCBHBBDSBSHHBBSCDSTCHBSPTC
Blank	1,5	PPHTCDD	CSPTSST	SSCCHTT	BPHBPPP	PTSPDHP	BHPDTST	UNIQUE	PPHTCDDCSPTSSTSSCCHTTBPHBPPPPTSPDHPBHPDTST
Blank	2,3,5,6	PPPCDPD	DBBDPHS	CSSPBBC	TDDCPDS	SSBHHPT	SSDDCPP	UNIQUE	PPPCDPDDBBDPHSCSSPBBCTDDCPDSSSBHHPTSSDDCPP
Blank	1,5,6	PPPDTSB	BBPTHSH	SBDPDCD	TBTDHSD	PHDDCBS	HSBSCDT	UNIQUE	PPPDTSBBBPTHSHSBDPDCDTBTDHSDPHDDCBSHSBSCDT
Hex	6	PPPHPSB	BHCBHBD	SHBPSTS	DTCSCTP	HPDSTTT	HPCPPDD	UNIQUE	PPPHPSBBHCBHBDSHBPSTSDTCSCTPHPDSTTTHPCPPDD
Blank	5	PPPPDCS	THTHHDT	BDBBCPP	DSSSBBD	SCCHPBC	CSHTSPT	UNIQUE	PPPPDCSTHTHHDTBDBBCPPDSSSBBDSCCHPBCCSHTSPT
Blank	6	PPPSDPP	DDPBDST	DDBBPBB	DCHHHCS	CSDBDTC	STBPSBT	UNIQUE	PPPSDPPDDPBDSTDDBBPBBDCHHHCSCSDBDTCSTBPSBT
Clover	6	PPPTPSC	CTBPCDP	HCPCCTP	BDCSHPB	PPDSPDB	TCCCSHD	UNIQUE	PPPTPSCCTBPCDPHCPCCTPBDCSHPBPPDSPDBTCCCSHD
Blank	2,4,5,6	PPPTSCP	DHCCHST	HSBHTBH	DBSTTTT	DPSSSST	SSBHPSP	UNIQUE	PPPTSCPDHCCHSTHSBHTBHDBSTTTTDPSSSSTSSBHPSP
Blank	1,2,5,6	PPSCSTP	CCPHPSD	DCSBCHP	CDPDSSP	HHDPBTC	DDSTPHH	UNIQUE	PPSCSTPCCPHPSDDCSBCHPCDPDSSPHHDPBTCDDSTPHH
Blank	6	PPSDTCT	DPTHTSS	BBBBBBB	BBBBBBB	BBBBBBB	CTCSBSB	UNIQUE	PPSDTCTDPTHTSSBBBBBBBBBBBBBBBBBBBBBCTCSBSB
Diamond	3,6	PPSHSTT	PSCCCCT	SBSDHBS	SCPCBSD	BSBCPBT	BBBHPCB	UNIQUE	PPSHSTTPSCCCCTSBSDHBSSCPCBSDBSBCPBTBBBHPCB
Blank	2,6	PPSSSSB	CPSTCDS	PDDSHHS	BSTCCBB	TSTCSPB	BHSCDHD	UNIQUE	PPSSSSBCPSTCDSPDDSHHSBSTCCBBTSTCSPBBHSCDHD
Blank	3,5,6	PPSSSTD	PDHPSBC	DCDBTHD	CDTHPCT	CTPPTSP	CPHCDTS	UNIQUE	PPSSSTDPDHPSBCDCDBTHDCDTHPCTCTPPTSPCPHCDTS
Blank	2,6	PPSTHPH	BPCBCSC	HHSSHPB	CPCSHSH	CTHBBCH	DCTTTDH	UNIQUE	PPSTHPHBPCBCSCHHSSHPBCPCSHSHCTHBBCHDCTTTDH
Blank	2,3,4,6	PPSTSDD	TTTTBBT	PPSDCPS	HSBBBPP	TCHTBTB	DHTSTDB	UNIQUE	PPSTSDDTTTTBBTPPSDCPSHSBBBPPTCHTBTBDHTSTDB
Blank	2,4	PPTBHCT	HHCPCPS	DDTPSHH	BTTTHPT	TPDTSST	CCCCCCB	UNIQUE	PPTBHCTHHCPCPSDDTPSHHBTTTHPTTPDTSSTCCCCCCB
Blank	1,2	PPTDPHB	SPSPCSS	BBBBDSB	PBBCSTD	PCBTCTS	BDCPDDT	UNIQUE	PPTDPHBSPSPCSSBBBBDSBPBBCSTDPCBTCTSBDCPDDT
Blank	2,5	PPTHBTH	PBDHCSC	PTSSCSP	CPSCDBP	BTTPHPH	HPBTDCT	UNIQUE	PPTHBTHPBDHCSCPTSSCSPCPSCDBPBTTPHPHHPBTDCT
Blank	2,6	PPTPPCT	BSPBHPD	BSPHSTT	SCPHCCB	HCBHDDT	PHPHSTT	UNIQUE	PPTPPCTBSPBHPDBSPHSTTSCPHCCBHCBHDDTPHPHSTT
Snake	5,6	PPTPPHC	TCPCSSB	HHSDCDT	CTDPHTP	TPDSCCP	BTHCSCB	UNIQUE	PPTPPHCTCPCSSBHHSDCDTCTDPHTPTPDSCCPBTHCSCB
Blank	2,3	PPTPPTT	BSCDTHC	CTTHCCC	DHDSCSD	BBTHHTD	STDSCSP	UNIQUE	PPTPPTTBSCDTHCCTTHCCCDHDSCSDBBTHHTDSTDSCSP
Blank	2,3,6	PPTSHHD	BTSPHCB	BDSTCDB	DBCTBDD	PDCSHTP	PHTCPDS	UNIQUE	PPTSHHDBTSPHCBBDSTCDBDBCTBDDPDCSHTPPHTCPDS
Snake	5	PPTSPDD	TBPPDDT	SHHHSCH	DCTDCST	CDTDSSD	DCSTDCT	UNIQUE	PPTSPDDTBPPDDTSHHHSCHDCTDCSTCDTDSSDDCSTDCT
Snake	2	PPTTPPC	CHPDHTS	HBHSBHC	BBBBBBB	BBBBBBB	BBBBBBB	UNIQUE	PPTTPPCCHPDHTSHBHSBHCBBBBBBBBBBBBBBBBBBBBB
Blank	1,3,4,5	PSBBDCC	DHTBTBC	PCPPDHT	SPCDHPB	PDHCTPS	BDHSHTB	UNIQUE	PSBBDCCDHTBTBCPCPPDHTSPCDHPBPDHCTPSBDHSHTB
Blank	1,2,4,6	PSBBSTH	CDTSPPD	DTBSBBP	BPPPPHH	CDDPPHC	SPSHPCC	UNIQUE	PSBBSTHCDTSPPDDTBSBBPBPPPPHHCDDPPHCSPSHPCC
Blank	4	PSBCHSS	DBSHHDP	SHTPCHT	TCDSCPH	STCDBBC	SBBBCTH	UNIQUE	PSBCHSSDBSHHDPSHTPCHTTCDSCPHSTCDBBCSBBBCTH
Blank	1,3,6	PSBDDSS	SPDDBDT	CSHCCCB	BSPTHDB	PSHCSCC	SDDBPBS	UNIQUE	PSBDDSSSPDDBDTCSHCCCBBSPTHDBPSHCSCCSDDBPBS
Blank	2,5,6	PSBPHBD	SDBTTPT	HPDTTSP	BSTHPBP	PHPBTBP	HCTHHHS	UNIQUE	PSBPHBDSDBTTPTHPDTTSPBSTHPBPPHPBTBPHCTHHHS
Blank	1,3,5,6	PSBTSSS	CCSDBHS	TBHDDPH	DBCSBDH	PBBTTTC	BPSPBSH	UNIQUE	PSBTSSSCCSDBHSTBHDDPHDBCSBDHPBBTTTCBPSPBSH
