Image	Piece	Links	Code 1	Code 2	Code 3	Code 4	Code 5	Code 6
	Blank	4,6	BCCDTTD	HHBTTCP	CBSDBPC	SPCHPTP	PTHCTHH	STDSTTH
	Blank	2,5	BCCPSBH	PPDCPDB	STCPTHH	TDPDBDS	TBBTCHB	THBDCSD
	Clover	1,2	BCDDBCD	BCBPDPT	SPSHHTT	TSSTPTS	BTTTCTD	DHBHPTS
	Diamond	5	BCDSSTD	HTHPHSD	TSPCHTT	BCCPTPT	DTDCBCH	SBCTSST
	Blank	4	BCHHBDT	DBHDBCD	TBDBHCP	PTSBPSD	BDTSCCC	HHPDCDP
	Blank	3,6	BCSBCHT	DBSPHPC	CTDCTSS	TSHTBCB	TCPHTDC	PSCBSDB
	Blank	3	BCSCBDB	DTHDCCD	TBDPSSS	PTCCBBS	BDBDTPB	STHTCPS
	Blank	3,4,5	BCSDPSD	CHCDBDH	DDCBSTH	BSHBTCD	PBDHCSC	TSTDHDD
	Blank	3,5	BCSHPST	DSDSDSD	SSCTHSP	DCDCBDP	SBDDBBP	TPSDPPC
	Blank	1,2,3	BCTBTBD	THSTBPC	HBDSTDB	BPDTDTH	TCBTPSP	SHPPTDH
	Blank	3	BCTHDPS	DSDDDPC	DBTBPBC	PPHHDTB	BBBBBBB	BBBBBBB
	Blank	2,3,6	BCTTDHC	HBBSHDS	DCTTDSD	HBSPPDS	BSBTBCT	PSSTDTS
	Blank	1,2,5	BDBCDSB	HPCTPHB	HDHSHCT	CPDHBDS	PHHSPDB	HSBSDCD
	Blank	1,2	BDBHCSH	HBSBDHH	CTSHBPB	HPHDPTC	HHTDBPS	TDSTDBD
	Blank	5,6	BDBHTDT	SBPDSCB	HTDCPSH	SDPSBBT	CDPHSTB	TSBDTDT
	Clover	2	BDDCPTD	TTPPDPD	BSHTBSP	HCBBTPB	BBBTCSH	CDSTPBT
	Blank	1,2,3,5	BDDDTCS	DTPTCTB	BDSSSSH	SPTSSDS	BDDBTBB	BDSTDCD
	Blank	3,5	BDSBBSP	TTSBPHT	SHTDTSD	HDCDDTD	CPDPTTT	TTHHCHH
	Blank	1,3,5,6	BDTCSBC	DCPSTPD	DDBTHPP	HCSSSCP	DSPBBDB	DPHBCCP
	Blank	1,2,5	BDTCSTC	PBSHBTD	CBPSBDC	SSBCBCH	PHPTDDD	CCHCSBT
	Diamond	1	BDTDDHH	TDTDSSP	HBBHBDB	DPBHHTD	CHCHTPT	BHHHDDT
	Blank	5	BDTPCBT	CCCDPSC	SBCHBPS	PCBCDSD	BHTTTTB	HHSHTDS
	Blank	1,4,5	BHCDCTS	CPCHCBT	TPTHBHS	DHBCTPC	PTDCBHP	TPSHSTH
	Blank	6	BHHTCHB	CDDTBTH	PCBCTBT	THCCDPC	BHCPPHD	HBBHTHS
	Blank	1,2	BHTPBBD	SSBTHHH	CPDSHSS	DTCCTCS	DSPPCCP	BTBSHCD
	Hex	4	BPCPHTD	SDTCTCT	PPPHBCS	DTCSBTP	CHTPSBH	BSPDCTB
	Blank	3,6	BPSBDTB	DSHHDBH	SSTPBCC	BTCTSTD	TSHHTDS	PTSDSCP
	Snake	2	BPTCTBP	SCTBCPB	TCSSBST	CTBSDBB	PPCHPSP	PCPPDPB
	Snake	2,5,6	BPTHBDT	DDHHDDP	PBHDTPD	PHSDPCB	DBCBCCH	PCPSSTT
	Blank	2	BSBCPTB	SHBHBCT	PPHTHTT	TPPBSHP	DTTPCDP	THCSPCD
	Blank	3,6	BSBTHPH	HPPTBSC	DSHDHHH	PDBSDTB	SSDHPBD	HCSCTTB
	Diamond	1,5	BSCHCDS	PCCDDHD	HDTHHBH	SBDDSDS	HCHPDDB	BCHSDDS
	Blank	2	BSDBPPT	SPHBHCP	DHTPPDS	HCTPCHP	SHHTDBS	CBBSTDC
	Blank	5	BSPDDBP	DTCCTTD	CBCCPCS	DPTPPSB	DCPDSHC	PBTSSCH
	Blank	4,6	BSSTBSB	PHCTPPD	CPTBSHB	HTTTBTH	SDDSDDD	HHPDSST
	Blank	4,6	BSTTSPS	TSBBHDP	SHTPSHS	HCTSCHD	CBHDCPP	CHTTCTS
	Blank	2,3,5,6	BTBSTDH	CSHCBDD	SHDSDHD	BHCHTCC	BTSTHPS	HDCTBHB
	Blank	3,4,6	BTDCTPP	PSCCCTB	SHCPSSH	THTPDPH	BDTSBPT	PPTSTCP
	Blank	2	BTSHDTS	HBPPCTH	DDSPDDB	CSSBDSB	CDSCCDT	THTPBHP
	Plus	2,4,6	BTTTCDS	DSHHCCC	DHBHBDT	HCHDBTD	BSPBBPH	SSPBTDT
	Clover	1,4	BTTTPCC	TDBSCBD	STBHHHC	PCDSBBP	PSTDDCT	DBDBBPB
	Blank	2,5	BTTTPCH	TPCPPCP	SBTSBSD	HHHHPST	THBBPHD	TPPTCTC
	Blank	2	CBBDSSB	TCHCPSC	PDTCBHC	TCBCPHT	BCPBPSP	HSSTBBB
	Blank	2	CBPBCBC	DSTTSDB	HCHTHHT	THPDHHS	TTPTHPS	PSBSCPB
	Snake	1,2,3,4	CCCDCHH	DPDSCSC	THPPSCC	PCTSCTP	BBBTDPC	SBSCBCC
	Blank	3,6	CCPDCTS	BSPSTBB	SSDPDBS	DBSSHTB	DTDCDPC	HSSCDDP
	Blank	1,2,3	CCPHHHP	HCSPDCP	SBPBCBD	HDDSBTB	HTBDSCT	CDHBHDB
	Blank	1,4	CCTTDTC	SBCBPCP	PSSHSBP	HPTBTSD	CCHTHCH	TSPSSDB
	Clover	1,4	CDBDCCC	PSBBTHH	DDHDDDH	BDDBTTD	PBBBHPS	SSHHHCB
	Blank	1,3	CDBPPDD	CCPHBDB	DCHTDDP	DPTHBSD	SSDDBSH	CSBTDPC
	Hex	2,5	CDBSPCT	HDDCBPH	CHCDHSS	BTPHBDT	SBCTPBH	TSSCBCD
	Blank	2,5	CDCBTPD	PDTPHBB	TCPSTPH	SCPCHTS	SCBDCBH	PDDPSPB
	Blank	2,3,6	CDHDCCB	DBTHBHD	SDSPSDS	PSTSSHT	HHPHCST	SBHTTTS
	Blank	2,3,4,6	CDTPDTD	BPPCSHS	BPTDBSS	CSHBHCT	HCHTBBS	DTTTCSB
	Blank	2,3,6	CHCBPSH	CDBSTSB	TDCPSBD	SCDHHHD	CPTHPTC	HDDTTTP
	Blank	1,3,6	CHCHHST	HPBPDTS	BCDHTCB	CSPDCSP	DCHTBHP	BTCTCSP
	Blank	3	CHDPBPD	PDPDTPS	HHBSPSP	TBPSBPC	CSSBPBS	SCCPHCP
	Blank	1,4	CHPSPSB	TPTHSBD	DHBPPBB	BTCBTDS	TSDPSSH	HTSTBCC
	Blank	3,5,6	CPBCBHD	CDCTPTS	CBTBPHB	BSBPCHB	SBHCBST	HPCSBHT
	Blank	6	CPBTSTD	PCDSSSC	TBHPSCC	TCBPSPB	PCHCTPT	HTDCDCD
	Blank	1,3	CPHBHTP	HHCBBCP	DCTTCPC	BSTDPBD	PTCSBBD	STTDSCT
	Blank	2	CPPBHTS	DCCPBSC	BHPHTCS	THPHDPB	CTPPHSD	SDBPSHT
	Blank	2,3,6	CPSBCBP	TBSCTTC	TSSPBDD	SCHSBPT	CPHCBBD	HDCPCBB
	Blank	2,5	CPTBPST	CHHCHPH	TPBSBHP	PDHTHDB	CBPBCHS	CBHCHPT
	Blank	2	CSHPDTD	PSDDPPS	SSBTSBT	TTBDHHD	BDCDBSD	CTTPCTC
	Blank	2,3,5	CSPDPDS	HPSCSPP	PSHTSSB	BTHHCTT	HSBPSBS	CDSDDPD
	Blank	2,4	CTCTHHC	DCCDDDC	HCBCPDH	PCPCCCT	BBPDCSS	PSDBDTH
	Blank	2,4,5,6	CTHHSPP	PDPTDCS	PSSDSBC	BDPSPDC	PBDBTHB	SDSSTBC
	Blank	2,5,6	CTSBDPC	PHPBTBP	CSSTBCP	CSSBHSS	BTCPCTD	PTHCTCS
	Snake	2,5	CTSCDSB	TCDBDTB	HDPSPPD	TPBCTTP	CBPHDTD	PCPHHBC
	Plus	2	CTSCPHS	PTCHCBT	HTDCDCD	HHPHTHH	DHHHBPP	HCSHCTD
	Blank	2,4,6	CTSHHPP	SSTBPCH	TPCCSPH	SBSPDPT	DCPHDBC	DPDCBBS
	Blank	1	DBCPPPS	SDDSDDD	CPTBTPS	SSPCPTC	THCSTSC	STDTSSB
	Blank	4	DBTBBHH	DHPHCTH	BBPHBPS	CSTPHCS	DBPPDBD	PDDPTBC
	Blank	3	DCCCBCS	TPHDDPS	BPBPBBS	BSDTSBD	TSBHCDP	PDPDPCS
	Blank	1,4	DCCTBHH	PPCHBDC	SHBDCDT	BDPDDBH	CPCTHPC	CPDCTPD
	Blank	2,6	DCHHHCS	CBSBSDS	BSCCBDP	HBDTHTD	PTCPPSB	HHPCPDD
	Blank	2,5,6	DDCSDTB	PSBHCPC	HPCTBSH	PDTTTPT	DCHCPPC	CTSTDHS
	Blank	3	DDPTTBB	DPDPPCT	STHTPSP	PHDCTCT	PPPDBBD	HBPPSHH
	Blank	1,2,3	DDSHTBT	TTBPSPB	PBHSTBS	PDBSPPD	CHDBBBH	DDHBTHD
	Blank	1	DHBBDTH	BHBSSDH	TCDBPHT	HTTBPTH	PDSSBSS	PDCBHDS
	Blank	3	DHBCCCD	TDTPBBS	PCSBDSH	PPBPBHP	PSTCPPB	BDSPBSB
	Blank	2,3	DHHTDHS	TCSBHPH	TBDCDHS	PPHTHSP	CSPSSHP	BHDCSCP
	Blank	1,2,3	DHTHCSC	HPDDSPH	SHBDPHD	TSHTPPB	BBBBBBB	BBBBBBB
	Blank	2	DHTPPTH	HSCPDSD	HDCPBCT	SPTBCSP	PBPBCHD	CTSHBPB
	Blank	2,3	DHTSCHB	HPHTBSS	SDHDTDH	CHBHDPB	BHBCBDC	PHDPTDC
	Blank	1	DPCHPDD	BDPSBDS	CSSBSCB	HSBTDBS	BSBTPTT	STCBPBP
	Blank	2,4	DPCSCTS	PSBHBDP	HHSBBTB	TTCHDHP	CCPTDBC	SPBSBDD
	Snake	1	DPHBPSB	TDPHSHS	TPHBPHT	SCCCBPD	BCPTDPD	TBTBPSP
	Blank	1	DPPCCTC	CCDCBBD	HTBBPHD	PPCPCDH	BBBBBBB	BBBBBBB
	Blank	1,3	DPSTHTH	PDHSPSH	CSTHHHS	STDPSBP	TBPCDPD	SDDDHSD
	Blank	3,4,6	DSDBSCD	SDBCCHP	DDDTTBT	TBDSPPS	PBDHTCT	HHTSDHC
	Blank	3	DSPHHTB	HHCCDHB	TCHSHHC	SBPSSTP	HSPTBTH	SHSHSPB
	Blank	2,5,6	DSSPTHC	STSCCPP	CCPPBPP	PBBTHTH	BBDBHPC	HBDDHBH
	Blank	6	DSTPTTH	TCHPSCT	PHSPTCB	HHSSSHH	HHTHHCH	PTTPHTB
	Blank	2,4	DTDDHSS	THHHCCH	DBTPDTS	DDCSCDS	PCHTCSS	STHDBBC
	Blank	2,3,6	DTTSTSH	TPCTTBB	SSHSSCS	SBBSHSD	CDPCDSD	PBTPPBP
	Blank	3,4,5,6	HBBDSCD	CTBHCCT	SBCBHCP	SHBTCSB	PPHTDDH	TCTBSBT
	Blank	1,3,5	HBBSCTP	PTCDHCD	CHBPSHB	TDHTBPC	STCSTHS	THHTTBH
	Blank	5,6	HBPPPPB	HHDHPTC	PSSHTSD	PCBTDTD	CSBCSDT	SCSHSDH
	Blank	3,5	HBTTBBS	SCDTDDC	PPPCTSB	BBBBBBB	TCPDBHS	HBHDTDS
	Blank	3,6	HCBDHPH	SPPHCSS	PBBTCPD	TCBPDSB	SSBHBSC	HDCHTPB
	Blank	1,4	HCBTTTS	SBSPHCB	DPCTTDC	CBPTHDD	TDPHSHS	SSSSHBS
	Blank	2,4,5	HCCPHSP	BBCTHCC	DHSCCDD	DCBTBHD	BTHPHTP	PDHSBHB
	Blank	5	HCCPPHS	STTPTTD	BDHCTBS	HHTHDPS	DCTCTCT	CHTCTBH
	Blank	5	HCHDBTD	STHHDTT	DPPSPCP	HHSSCCT	CCHBCTB	CHHPTPT
	Blank	2	HCTPPSH	CSSPCTD	PTTPBPB	HPPBBPC	CDPDPDH	SSPPHPB
	Blank	1,2,5,6	HDBCBPT	STPBTBB	STDTHCT	HSPSTPH	HHDSHPH	DHSHSCB
	Blank	3,6	HDCHSHH	HHTHCTT	HCCPSCC	SBDCCTD	CDBTTBP	TDSDCSS
	Blank	1	HHBSCDP	HBBHTDH	BBBBBBB	BBBBBBB	BBBBBBB	CPDSDCS
	Blank	3	HHCPCPH	SDBDSTB	HTTHHTP	THPSHDB	DHTSPHC	DPBHHSS
	Blank	5	HHPHDHC	BBDSPCD	HSDHHHP	HSHTCTT	PCDHHTT	BSBSPPD
	Blank	3,6	HTBBBTC	STDDHTD	PBPPPDP	TDBHCTP	PBCDTCD	DTTBSPP
	Blank	5	HTBBTBT	HHHDBDT	TTHCBTH	HBBBSDT	CDBTDDT	CHDHHSB
	Blank	1,2,3,6	HTHBDSD	SCCHPBC	TTCPBST	SSBPHCC	CPCCCPT	BTCTHCD
	Blank	1,4,6	HTPCBBB	BBBBBBB	BBBBBBB	SDSBSSH	HBTHTTP	TTHCCCD
	Blank	1,3,4	HTPSSPD	PCSBSCS	PHTSCBC	PSPBPTT	HHCCSTS	DPPBPBH
	Blank	2,6	HTTCTCT	SPCCTTB	CSBPTBD	CCDCDSH	DTDBTTB	SHBPCTC
	Blank	1	HTTHDSB	CBSCDHS	PSPDDHP	TSHTCCT	HCPDDCH	BCTPSDH
	Snake	1,4,5	PBCTBDC	HBSSBDD	BCHTBBC	TDDCDTC	TSBDHCC	HPBHSBB
	Clover	1,2,5,6	PBHTHBC	CDTCBBH	SDCSPDT	BDTDDTB	HPSBTDS	CTCSSST
	Blank	5,6	PBTDDCH	SBTDDCP	BTHSBSB	SHBTDTC	HCHPTHP	TCHCPCP
	Blank	2	PDDHDDP	BCCSSSC	SSSCDHB	PBDCBTB	TCPDHCB	TBTCCSP
	Blank	3,6	PDDTHDT	SSBPSPD	HPCSBHT	TSSBSSH	HBHBPDH	CCTTCPS
	Blank	3	PDPPSPT	TCBBBDB	HDDHPCT	BTDHCPD	BPCBBDP	HCBHCTC
	Blank	5	PDSPBDH	PHCHDCC	DBCHDDH	PSPBCHH	DPDDHSP	PPSSSSC
	Blank	3,5,6	PDSPDTC	HBHBDHH	SCSTHBB	CTHHDTB	CBDCBPH	TCBCTTC
	Blank	2,3	PDSSDTB	DBSDCCC	DHDSHPP	PTHTHTB	THPCBTB	SSBCCCC
	Hex	1,3,6	PDTCBHC	PPTTSDD	HCCTPCD	BHPDHPB	PDTDHHS	PTHBPCC
	Blank	3,5,6	PHCDDDT	HDPDPSD	HHHPPBB	BCPHSBH	HPHTBSS	PSDHCSS
	Plus	4	PHDSBCS	DBDBSDC	PHDPBDB	CBCBTHD	BBBBBBB	BBBBBBB
	Blank	3,5	PHPBCCD	TTHCDTD	SHBHHDB	BSHHTDH	CCPHPSD	SCHBTCS
	Blank	3,6	PHPHBDS	BSHPBHS	THBHTTC	SPHTPCC	BSDBPPH	HDCPSTS
	Blank	1	PHPHCCP	SDPDBTS	PBTBBSS	HBBHTBB	THTHCBS	SHBBPBP
	Blank	2,5	PHPPTPB	DPSBBBD	DBBTSSP	SSDBCCD	TSPCSCH	TBSDTSD
	Blank	5	PHPSBPS	BPDCBTP	PHHSPSD	HHPTDTT	HHTBTHT	SPHHHCB
	Blank	1,2,3,6	PHTHCHT	DSCPBTS	DPBBCST	BTBHSTP	DCCPBDC	DBBDBTD
	Blank	1,4,5	PPBSHPC	THTSHBC	BSHDSTC	HSPHBSS	TPBTTDT	SPTCPSC
	Blank	3	PPCPCDH	BCBTCTS	PSPPPCD	HHBDDHH	BBBBBBB	BBBBBBB
	Blank	1,2,5,6	PPCTPTS	TPSTPPP	TBDTSCC	SHDDCDD	CBPHSSP	TTBCHBT
	Blank	5,6	PPDHSTC	SBDHDTB	SHCCBSC	CPCHDSS	TBCTCHH	PDHPHHD
	Blank	3,6	PPHHDBP	TDSBHPH	DTDDTBP	TBPTHHT	HBCSSDP	CDDPTHT
	Hex	6	PPPHPSB	BHCBHBD	SHBPSTS	DTCSCTP	HPDSTTT	HPCPPDD
	Blank	2,4,6	PPPTSCP	DHCCHST	HSBHTBH	DBSTTTT	DPSSSST	SSBHPSP
	Diamond	3,6	PPSHSTT	PSCCCCT	SBSDHBS	SCPCBSD	BSBCPBT	BBBHPCB
	Blank	3,5,6	PPSSSTD	PDHPSBC	DCDBTHD	CDTHPCT	CTPPTSP	CPHCDTS
	Blank	2,6	PPSTHPH	BPCBCSC	HHSSHPB	CPCSHSH	CTHBBCH	DCTTTDH
	Blank	2,3,6	PPTSHHD	BTSPHCB	BDSTCDB	DBCTBDD	PDCSHTP	PHTCPDS
	Blank	2,4,5	PPTSSDP	SBBSPPB	DBSCCBH	HCCSHPT	SCTBCPB	PSDSPCB
	Blank	3	PPTTPBT	BCBSPBC	TSTPDBP	HDTHBHH	TDDSDCH	PBHCHCT
	Blank	1,3,4	PSBSPTP	CCHCDST	CBDDTCS	TCTSCCT	BSHHHDT	CSPSDCS
	Blank	1,3,5,6	PSBTSSS	CCSDBHS	TBHDDPH	DBCSBDH	PBBTTTC	BPSPBSH
	Blank	1,3,5	PSHHBCS	CTTHSBB	CBHBCSH	HSCHSHC	TBPBCBB	HBTSBCH
	Blank	5	PSPSPBB	PHPTTDH	DTBTPDT	PBBTBDP	HSDBTCD	TBSPCBH
	Blank	1,3,4	PSPSTPC	THPSPCB	SPPTCCH	TDBTBHT	CCSDTTC	PCTCSHP
	Blank	4,6	PSPTTBH	BSDSHPB	SBDPTBB	BBPHHSP	SHPHCHT	STSSBSD
	Blank	1,5	PSTSCBB	DBCBTCD	SPTDHSH	CSTHPCD	BBBSCBP	DDSHTBH
	Blank	1	PTHPCHS	BBDDCCC	BDHSHTB	DCTSBBH	CCPHTHC	STHHTPH
	Clover	3	PTPCHST	CSSSHSH	PCHCCST	PTTTDHD	CBTHHPB	SHSDPPS
	Blank	5,6	PTPPSDT	HTBSHTS	BTSHDPT	BSTPDCT	DPSDDCC	TBHTBDS
	Blank	2,4	SBHSTPC	BTDCPTC	HDSSBDD	SBCPCPB	DBBPDTH	TCPCHDH
	Blank	2,3,4,5,6	SBPCBTH	TSPBDTP	HHPDSST	DBCPPPS	THBTHTH	DPBBCST
	Blank	2,5	SBPSHDS	BPHHCBH	PCDTDPD	SCHCDDH	PDDDPDC	CHBPHPH
	Blank	1,5	SBPSSHB	TPTBDCD	TBBTCTB	BSBCPTB	DDDPTPC	PDBCTCD
	Blank	1,2	SBSCBDP	SDTPDCH	PDDCPHC	STSTPBC	TBTHDDD	HCCHTCB
	Blank	2,5,6	SCPTHSC	DBTSPCB	TPTSTHH	DDSSCCP	BTPTBCC	CDTSPCP
	Blank	2	SCSBHTD	PBSPTSH	PBDSHTP	SDDSTTC	HSDBCCC	TPCCSPH
	Plus	2,3,4,5	SCSDTHH	TTDHBTH	DDTDTBS	HDDTPPS	DSPPDDB	HSTHHDD
	Blank	1	SCSHCTC	PHBBPST	BDPTSTC	TSSHTPB	BSSDTBS	SSSDCSD
	Diamond	5,6	SDBHDBH	TBPCDPD	HTHBCCC	PCBPSDH	CSCTTDH	BTSTSCH
	Blank	3,6	SDCDTDT	TBBTDHH	SCDCCHB	SSBPPHD	HSDPPTB	DHSPTTH
	Blank	6	SDDHPDH	PBTCSCD	TPCSCTS	PTHHPCH	HDSTPBC	HHBHDDS
	Blank	2,3	SDDSDCC	SDTDTCT	TBPHHBS	STPCTSP	SCDTSCH	CBTBHTS
	Blank	1,5	SDHTBSB	TBBSBSD	SDHCTDB	DCHPHSB	DCTDPPT	HPHDHPB
	Diamond	3,6	SDSCPPP	DBBDCHH	DPSTCDT	PCCPPBT	HDBCHHC	PPSSCDT
	Blank	2	SHBSBBT	DDDDSSB	PBHDDSB	HDDCBHC	CDPTTHT	PSTBHHP
	Blank	5	SHSCDPT	HHTPHDT	HPCCHCB	CSSSBCB	CCCPTDH	PTCPSDH
	Blank	5	SHTTBBD	PHHSHTT	CBCHDHS	BPDBHTT	BBCSDSH	BPSSHBC
	Blank	5,6	SPBDCBB	HTDCDDD	SCHBBHB	TPTHBSD	BSHBSSD	CPDPDSP
	Blank	3	SPCTSTH	DPPDHPT	HDHHBCT	SBHSCHP	CCHPDSS	BHPCDPC
	Blank	3,6	SPHPPPH	TSDBSHH	TBHTDPH	CHHHSHC	SSBSTSD	TCHTSHB
	Blank	3	SPPDPBT	DBPPDBD	CHSBDTB	PDCCSBB	BDTBDSC	TDPBHDB
	Clover	1,4	SPPDPPD	CBPTHDS	PHSTHBD	CSHCCPS	TCSHSST	TCPSTPH
	Blank	1,4,5	SSBCHTD	TCHBTSD	HSTCTDB	HBBBHSP	TCHBDTH	HSTDBPH
	Blank	2	SSCCHBT	PCPDTHD	TDHPSBH	BBBBBBB	TPHHHBH	STTDHBD
	Blank	6	SSCHCHC	BBPDCSS	CHCPTHP	SSTCPPT	DDHDBHH	SPSTPPT
	Blank	3,6	SSHCPCP	DBSHPCB	CSCPTSP	TSHBCPT	HHHTHBD	DSHHHTT
	Plus	4,6	SSHTDTT	PCTSDBS	TCPBPTB	SBPDSTD	SHPHBDS	HTBPCST
	Blank	2,5,6	STDTHDB	HTSSPCC	CTCPPCD	HBSDHSC	SCPHTTB	DHTDHSS
	Blank	3	STPDDTP	DSHHSHH	SSCDPPS	PTHDTBD	TDTCDSD	THHBSPB
	Blank	3,5,6	STPHDTB	DCDBTCC	DHSHSCB	DTBDCTD	DPCPSTC	BPSCHBP
	Blank	3	STPSPPP	SHCCSSS	DBCBSPB	PTPTTSC	PTCBSHH	HPBBBCS
	Blank	2,5	STTBBBH	CBPBCHS	DCCBCPS	DBHDCCS	PBCDBDP	TCBDBSP
	Blank	3	TBDHBHT	SSCPDPC	TDHPBDB	BDPBBBS	BCHBPBT	BBPHBPS
	Blank	1,3	TBHSCSD	CHPSBSS	HDDTTTP	DBSTSTP	CTDSHHB	PSPDSDH
	Blank	1,2	TBTPDPB	THDPCSS	CCDPCTS	DDBSTSS	PPHSHBH	BDCBSDS
	Blank	1,3,4	TCTSCCT	CHCDTDC	PTHCTDT	TSTBHBP	HDBPPCP	PTTPTSH
	Blank	2,5,6	TDCTPST	TDBTBPP	SSTTHCT	SHSBCCB	BCCDBBP	CCHHTDT
	Blank	3,5	TDDCSPH	CDDTPPD	SHTBDCT	TPPCSBC	TSPSHCP	BDHBTSC
	Blank	2	TDHBPTT	CPCTDDP	BCHCSSB	PDSTDHH	DPSBPHD	BBBBDSB
	Blank	2	TDHDCTC	SCPHTTB	BSPBPCD	BSBDPHD	HSBHDPH	DCSBDSD
	Blank	3,6	TDTCPCH	TPTBBSD	TSSDBPD	PBTHBTS	TDSSHTP	HSHSDDC
	Blank	1,4	TDTCPPC	TTHSCSD	SBBBSDD	SHBPCBP	BBBBBBB	BBBBBBB
	Blank	2,3,4,5,6	THBTTSB	CBPSBDP	STCBTBD	PCDPPPS	CDPBDHC	DTHHTSS
	Diamond	3,4,6	THCCDPC	SBPTHTC	DHTTHHP	TCHCTPT	TCPTTBT	DTPSHPH
	Blank	3	THCCHSC	SDBCTDB	CPTBHBT	BHCTDBS	SCCSPHH	BPSTTTH
	Hex	4	THDHTHH	TBTTPCP	CHSBPHC	HSDBSBD	BBBBBBB	BBBBBBB
	Blank	3	THHHDPS	PCHTDBC	STTBCHP	PBDPDPS	BPHHBBT	TBPHCDD
	Blank	5,4,9,7,7	THPDHHS	PTBCSTP	SCPSPCD	HBCHBBB	BBCTTPB	TSBBPBT
	Blank	1,3,4	THSSTBS	THPSPCT	CPCPCHP	CPHBHTP	BTBSPTH	HDPHTCB
	Blank	2,3,5	TPBCTTP	BSPCHPB	CBDDCHD	CTSHCSC	SBHHBCT	DDSDTHD
	Blank	2,5	TPCPTSS	DDTTCSD	DBHHBSH	SCTSDDD	BDPDHDC	CTDCBDD
	Blank	4,6	TSCCBDT	BBBBBBB	BBBBBBB	CCBDTCP	HDDBPBC	PHTBHDP
	Blank	3,6	TSHTBCB	TPDBBTB	BHTSBBP	TPTPPTH	DPCDHPH	BHDCSSD
	Blank	2,4,6	TSHTCCT	BSPHSDP	TPTTSCH	SHDPPCH	HHCSDSS	HHBTDDP
	Snake	3,6	TSPCBBB	SPHCCSS	PHBPBPS	PPSCTSB	DSBTHDH	CDBCSPD
	Blank	5	TSTCPCP	BCSBTCH	HPPSDDT	TBCHTSH	DCBTHSS	CHTDDTP
	Blank	6	TSTTPBT	TDDPDSP	HPHBBPT	HSHCHDT	BCHBCTT	CTDHDSD
	Blank	4,6	TTBTPDH	DCPPDDD	SPHCPTB	TCHDDTD	DCHBHHB	THPHHBH
	Blank	5	TTCDSHS	BPCDDHC	BDCBBPP	PHHBBHH	STTTCHC	DPSHDSB
	Blank	1,5	TTDBDDS	DBSPCBH	HHCPTDT	DPTDSDT	CBPDSPS	CSSSBCB
	Blank	3	TTDCHDB	TDTPPPC	SHPHTDH	SDTBDSB	PHDCTST	HDHSHCT
	Blank	5	TTDTSDP	THHTSSP	SSDDDBH	DCPPDCT	SHHSPPH	DBSCSTT
	Blank	2,3,5	TTHDTHH	PCSCCPP	BDSHCTC	DHSCDBD	CDCDDBP	DTHDTBH
	Blank	2,3	TTHTHCB	CCSCCDH	CDSDSBD	DBTBBCT	SHCTSCS	TDTHHBB
	Blank	3,6	TTTDBCH	PBCSPCH	BCCBCHH	CSBSCDC	DDBSHCP	HDBBBBC
	Diamond	3,5	TCPTCCB	CHCPDDC	TPDHSHT	BPSPHBB	HPTBCCD	TTBCPTT
	Blank	2,3,6	CDHCHBD	HPPCSSC	CPCDTSS	BDSDDHD	PHTTDHH	DDPTCPH
	Plus	3,5	HSPCHSS	HDDTDTC	PDPTBSS	PCDSSPC	PHCBSBS	STHTBPC
	Blank	1,2,3,4,5,6	HHPDHBS	CBCBCTS	THHTBSP	TBCHDTS	CTDSCSS	CTSPCSP
	Blank	2,3,6	HHCCHPH	HBBBSTB	PSSTCCP	DSDDHBT	PTCTTDD	HBDCTPP
	Diamond	5	HBPTCDT	SDHDSBD	CBSTSSB	BTTDHHS	PDCBDBD	PTTTDBT
	Blank	1	DTBPPSH	SPBSHBD	HHHCCCH	BCCDTTD	BTDHSPP	DPCTCHC
	Snake	2,5	PTBBPTS	PHBCSDB	HTDBPTP	PPSDPBS	TBCTTCD	HBSCPSC
	Blank	1,4,6	TPPTPBC	TDHTDPC	TDDDHDP	PBDHPHT	PPPBPDB	HTTCCST
	Clover	2,4	CBDPBHD	DDTTPPT	HCHTSPP	PDDSHSD	HHTSSSC	DDBDPPH
	Blank	2,4,5	SSTSDTS	TCSCCPC	DCBTCDH	TCPHCBT	DHCCHST	SBSHDHB
	Blank	2,3	SHSDPCB	BTCPCTD	TPCBTPH	DHSDBBP	PCSHBHB	HCDDHPD
	Blank	4	STHHDDS	TTSHCTT	CSHTSPT	HTHBDSD	TSPBDBD	DCPCDCB
	Blank	1,2,3,4,5,6	TCPBHHB	TBCTPHB	HHSPBHB	DHHTCPS	TCPHPST	PPDSTSC
	Blank	1,2,3,4,5,6	CPHDSSS	CPBTCST	STPPPTP	HTTBHPS	BBTPTHS	THSSDTC
	Blank	2,3,6	PBDBCHS	TPDBDTB	HHTDBDH	CHPHSPP	PDCTSCS	TPDHCCP
	Plus	1	CPDDCCB	PBTDCDB	TSDBSDC	SPSCDCP	CBPDHHS	BCBPBHP
	Blank	1,2,5	STCTHSP	DTSSSPS	HSHSTDH	BBBBBBB	TCPCDBB	PBHDBSC
	Blank	2,5,6	SDDSTTC	SBDPTTT	DBSBPBB	HCCHPPH	PSPTBST	HPDDSHH
