Screenshot	Center	Holes (0-5)	Link 0	Link 1	Link 2	Link 3	Link 4	Link 5	Status	Who?	Notes								This is a Dupe	Probably an Error	https://tjl.co/corridors-of-time/	Check #verifiers-rules-and-reqs first				
https://drive.google.com/file/d/1iWSnSU93a-beBgL28M4TOQex84v62Oc-/view?usp=sharing	Blank	2,3	PDPBPSP	HHDTSCH	DPPSHDP	CHHSTCT	BSHBPPP	DPPPDHT	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/667055386943160357/Destiny_2_Screenshot_2020.01.15_-_07.17.01.66.png	Diamond	1,3	PDPCPSS	BPBPTSS	TSDPHSH	BPHBPCP	TSDDSHD	BSHTBSP	Verified		Such a perfect image		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/3233dcbf52e77b4e1caf607466a6fe65	Blank	1	PDPPCTT	PHDPPTT	CDSDSPS	DCPPDDP	DTHHPTB	HPHDHDH	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/file/d/1TSZMTqOe9g7gKrPy9Ammd46AAwBSnBkm/view?usp=sharing	Blank	2	PDPPSPT	TCBBBDB	HDDHPCT	BTDHCPD	BPCBBDP	HCBHCTC	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/457847668429946893/667021012533248002/Destiny_2_Screenshot_2020.01.15_-_15.21.25.02.png	Blank	0,2,5	PDPSBHB	BCSBCPB	CPPCSTH	CPSCBCD	BDHHDDP	TDCHPBP	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.imgur.com/lO72eiV.png	Blank	2,4	PDPSBHS	BHBHHHD	DHSCCBB	BPDSHHP	BCCTDCH	BCPCTHT	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/cc634e978397c3f6591522820b0f65b8	Blank	1,5	PDPSTDS	CSHPTHC	TSDHDDS	HCTHSCT	HDHPDPP	PHTHDCP	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667619517110943745/667628465096491016/Destiny_2_Screenshot_2020.01.16_-_22.09.56.23.png	Blank	2,4	PDPSTTT	HSDBDDD	PBBDBCT	HTBBTBT	CBPTPTP	TDSBHDB	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1H5R_2sT9LNNkHMQW5cuBkD_GrgFbNKiU	Blank	3,4,5	PDSBDDT	BBDCSSS	STDDDBB	BSSHBPD	PCDHHTT	BSSPBCT	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666872924967403550/667216133337776168/warlock.png	Hexagon	0	PDSBHCT	TSSDPDB	HSBDTBB	THTPHTS	CDSHCHS	DBCSSTP	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/n7Z7lyr	Blank	3	PDBSTHD	TBSBPBH	DDHBTHD	BBDSPSD	CDTTHPS	STHCPST	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/a340dd914071f3928e0577d090b1a0a6	Blank	4	PDSPBDH	PHCHDCC	DBCHDDH	PSPBCHH	DPDDHSP	PPSSSSC	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/file/d/1Vc17kv6mIVRZ6b4pvz8eLA_U2doagqZl/view?usp=sharing	Blank	2,4,5	PDSPDTC	HBHBDHH	SCSTHBB	CTHHDTB	CBDCBPH	TCBCTTC	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666876787795558400/667320739808018473/unknown.png	Blank	1,2	PDSSDTB	DBSDCCC	DHDSHPP	PTHTHTB	THPCBTB	SSBCCCC	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/a/Yj4UrT8	Plus	1	PDSTCTB	PBCDBDP	DTHSBCS	DBPPPDP	PHBDDCC	PCPPHBS	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/945cbc8f8e570976f19da3b8f5d1b7b0	Blank	1,2,3	PDSTHTH	HPSBTDS	HPTPDSB	SHSDTBD	BDCSDCP	CHBTHSB	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://images-ext-1.discordapp.net/external/9xU2GmV8dA9SK1HhjsTFmEnZEm3STJZsjgIm0-X887A/https/i.gyazo.com/thumb/1200/5731ee8d885788da24c7adfed971da93-png.jpg	Hexagon	0,2,5	PDTCBHC	PPTTSDD	HCCTPCD	BHPDHPB	PDTDHHS	PTHBPCC	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/a/W0sIhNj	Blank	2,4,5	PDTDCSP	SSPDDSB	SPPTCDT	DCSSTHC	TDTSTHP	PPSBPTP	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666872924967403550/667387494005735451/tiger_release_final_20200116_151900.png	Blank	2	PDTHDSH	BTSBHPH	SCSCTCH	DPTHCSP	TSPTPHT	HPPTSHT	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/9ce0eea061442ce5ea063832e173b2a1	Blank	4	PDTHTSS	CBBSCSS	CHPTSBC	STPDSTH	SCPDTBH	DSTDPBP	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/667228996030824483/puzzle.png	Blank	0,1,4	PDTPHBD	PDDTCBB	PPTPCTS	PPTCTHH	SSBTTBH	TTBDCPC	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://steamuserimages-a.akamaihd.net/ugc/773991009117846547/4527024E698778D03BA224523967CC7F7BC6FC4D/	Blank	2,3,5	PDTPPSC	SHBSTPD	BDBSTTP	HCBSSBT	SPPBCHH	HPCPCBS	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/667357984577552384/unknown.png	Plus	1,4,5	PDTSDCP	STBHHHT	TBPDBDS	BDTPPPD	CSPTDHS	TPCBDDB	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.gyazo.com/thumb/1200/e015ffc543daadadf5fae2a6464ed8aa-png.jpg	Blank	2,4,5	PHBBSSH	HTTCTCT	TTHCPBS	HSPPBHT	DCCHCCB	PPSBSBP	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://images-ext-2.discordapp.net/external/m1DTFCieDeEJ-rpKg98Da-YJzOeCbQus2Sbrv9mWCis/https/i.gyazo.com/thumb/1200/b498c92590941ded404954ae75349388-png.jpg	Blank	2,4,5	PHBDTDT	PCSHSSD	BHBSPHS	HTHBBPP	BCTTSTT	HDHSCTH	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1h20gCpO_RZUM85AUrK5fCs1cdvKo6P3T	Blank	0,4	PHBHBHH	SHTSPPB	DHDTSDP	HSTCDCB	SSPTBTB	BBSDHSP	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/647769323556831233/667002918460850186/IMG_20200115_140033.jpg	Snake	4	PHBHPDC	DPHHSSC	PSPSPCS	CDTPTDB	TPHBSDS	DBHBDSH	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.16 - 22.37.45.18.png	Blank	1,3,5	PHBPSHS	HDBTDBC	HPTTDTC	BHBPHCD	TPBTSPD	PDSDCSH	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/file/d/1ZhtIj6XTm_Z4yPM8m6LYhUNBPEdiGskA/view?usp=sharing	Blank	4	PHBPTPB	PHSPCHB	HCDBTHT	BCCCPTD	TTSPPHC	CPDDPPP	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.gyazo.com/thumb/1200/868da4bf3be5cb0d67753b1a1ca78c16-png.jpg	Blank	2,4	PHBPTTT	HPHCSCB	TSTPTPC	CHBTDHS	CSHPTHC	DTDBPST	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/667212949487747082/unknown.png	Blank	1,4	PHBSHHP	BBSCTPH	PBHDCDD	PDPBCDS	CBBTBPT	HCPHCPD	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.gyazo.com/thumb/1200/4e3f9fb58c83692f102a03a6fe5c2c42-png.jpg	Blank	1,4	PHBTBBH	PCSBHHC	HCPCCSH	BPSSCTT	DHDSCCP	CTDPPSH	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.imgur.com/8xL4Xa0.jpg	Blank	0,1,2,5	PHCBCBT	PCCDHDD	CSHCTDS	BHPDDSS	DPPCSST	HPCCSDC	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667145204385579009/667341451738218516/Destiny_2_20200115203322.jpg	Snake	1,3,5	PHCBPSH	PPPPHBS	TCPCHDH	DDHHDTS	HSCCBTT	BCHSCPH	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667777756435841025/667788360407842830/tiger_release_final_20200117_095224.png	Blank	2	PHCDBBP	HBDDSCB	BPCDTSC	PTPHTTS	DBHPSHH	HBTDSSS	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/e93e34394aad46d9c15c819fcc1513bb	Blank	2,4,5	PHCDDDT	HDPDPSD	HHHPPBB	BCPHSBH	HPHTBSS	PSDHCSS	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
http://prntscr.com/qoc5nq	Plus	1,3	PHCHCBP	BCBTTSD	PBTSCTH	STTCSBT	THHPTDH	SDHHCPP	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.gyazo.com/thumb/1200/882eec851f294677be45aae84d124775-png.jpg	Snake	5	PHCHHSH	CHPDTPH	TTCPBDS	CBPCTSC	CBCPSSH	BSSDTBD	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667486768941236235/667504795225030657/Destiny_2_Screenshot_2020.01.16_-_17.50.25.09.png	Blank	2,4,5	PHCPBCH	DTTCCDC	BBPCSBS	CPSTDPB	TDHTSSS	SPCBTHS	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667145204385579009/667736933254037504/tiger_release_final_20200117_152239.png	Blank	1,4,5	PHCPPBB	DBCSDBP	BBBHSTD	PPBHHDD	HPBTPPD	BSDDBDH	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.imgur.com/w4L2ywQ.jpg	Blank	0,1,4	PHCSCDB	CBHBBDH	TTTBBPD	SSCPBBP	PPBTHHC	CCTCBBT	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/666872924967403550/667140734989631499/tiger_release_final_20200116_095555.png?width=1202&height=677	Clover	1,3	PHCSPBS	BSPSTBT	DSDCBPC	TBHCHDD	PPSBSTD	TTPHCBP	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666872924967403550/667200044360925194/20200115233906_1erve.jpg	Blank	1,4	PHCTHPC	HBTPSTS	SHPPBBB	BCSDPSD	SSTCBPS	SPCSCCD	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=10QX7uWtWPax941SgN4td1cZEXPovWaq3	Blank	1,5	PHDCPHP	STHTPDS	TPDCCDT	BBSDDCP	DBCPTDD	BDPDTDS	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666872924967403550/667199330742042634/image1.jpg	Plus	1,3	PHDDSTH	STPBTBD	PCPTBHT	STPSSST	PHCBPCD	TTSPSCH	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/3ded97628c94fe68310195f77caf042d	Clover	3	PHDHTPP	DBPSHSD	BBHDSSC	BTPSPBH	BSDTTCC	HCPHPPT	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/662143148960776212/667403009734475809/unknown.png	Plus	3	PHDSBCS	DBDBSDC	PHDPBDB	CBCBTHD	BBBBBBB	BBBBBBB	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/457921680619077634/667468040627290123/unknown.png	Blank	2,4	PHDSHSD	SSTSSDP	SBBDSTP	CHBHBTD	BPPPTCD	SCTDSHS	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/0a5e3630739cf699c4af6b12f1100232	Blank	2	PHHBBHH	CDDDCBC	DPPHSDD	DHDBTBB	PCTBSHB	SPDTPHT	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/93ecb716482b48d02b1ef79b341081b7	Blank	0,1,2	PHHBTPC	SPCHSCC	PCDCSTB	CCSTCDS	TPSDDPH	SBCPBHD	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/gallery/7vAmG4c	Blank	5	PHHTTHH	TCTSPBS	DHPHBPS	SBBHDBD	DPBSHST	HSTBSBB	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/667211405430095872/PS_Messages_20200115_223947.jpg	Blank	2,4	PHPBCCD	TTHCDTD	SHBHHDB	BSHHTDH	CCPHPSD	SCHBTCS	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/bbfa66bbe6f77032f7722d5ff00b3c6b	Blank	1	PHPCSDD	HSPCTHP	BHHHDDT	PBCDDBT	BDPPCHH	SHDBBBT	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/95688f0957dab471623e2a4e83b55897	Blank	2,5	PHPHBDS	BSHPBHS	THBHTTC	SPHTPCC	BSDBPPH	HDCPSTS	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.17 - 00.25.13.91.png	Blank	0	PHPHCCP	SDPDBTS	PBTBBSS	HBBHTBB	THTHCBS	SHBBPBP	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.imgur.com/Tr47mY4.jpg	Blank	1,4	PHPPTPB	DPSBBBD	DBBTSSP	SSDBCCD	TSPCSCH	TBSDTSD	Verified		Slightly rotated image, verified with singular pillar orientation		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/5b0e5e34ed5a76bc74b0293576eb1708	Blank	4	PHPSBPS	BPDCBTP	PHHSPSD	HHPTDTT	HHTBTHT	SPHHHCB	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/dfa8e9c3883e1b8fb8209200f3942a76	Blank	0,1,2,5	PHPSHDP	HPSPSCC	SBPSHDD	PTHPBBP	BHHTBTC	PDTSCDD	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://images-ext-1.discordapp.net/external/smFMN3K6gyuHBGcQvaih49fuv9YQN7eAC24vjNlFPLM/https/i.gyazo.com/thumb/1200/9067b73a7abced153c65b6c2a0aef120-png.jpg	Blank	1,4,5	PHPSTBT	TTHBPCB	TTHTCCC	BBPPDPB	BCSPHSP	CCPBSHT	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1KlOPwcV66KXvXsSFrFFAhkNu7ri86-1V	Blank	2,5	PHPTBHD	TPDBSCS	CPPDHBB	PTPTCBP	THDSTCH	DBHSCCC	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1oW3kOcbiXBYFLDG5zdLqwz4NYAuvNt7C	Snake	1,2,4,5	PHSBBBD	SHTDDCT	HCDSSBP	CSDTSDT	STPDCHT	SCTHDPC	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://steamcommunity.com/sharedfiles/filedetails/?id=1969423476	Blank	1,3	PHSHCHT	BDHCDST	DSCDCCC	PSBSPTP	HPSSBCD	TDBTHPS	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/481610584555782175/667367929037324299/unknown.png	Blank	4	PHSHTDH	TBSTPBS	SPPPBTB	PHPBCCD	SPCBCHS	CTHCDST	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/499256922822934548/667431567110438932/image0.jpg?width=600&height=338	Blank	1,3,5	PHSPBHD	BDDDTPS	DBSSCPD	HPDBBCS	CTCBCDP	TDPTTDD	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/667499790950465537/667549344765050919/0b7afe872fcf149736ca7839625a015e.png	Blank	1,3,4	PHTCCCP	DCDBDTP	TTHPSPT	BSDBBHT	TDCSCPD	CPHSBPT	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666951769779339264/666976929093779456/unknown.png	Blank	0,1,2,5	PHTHCHT	DSCPBTS	DPBBCST	BTBHSTP	DCCPBDC	DBBDBTD	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.16 - 22.53.26.46.png	Blank	2,3,4,5	PHTPCHP	BHSHSSH	PSCPBSP	HTHSPBT	BDHCDST	PSPSSBT	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667111309715832877/667151480465129482/965D387B18F0F39DA74FD07D22906764A743F2C3.png	Clover	4	PHTPSSS	THHPSCB	THDBCPT	HTHBBTS	HSDDTPP	TSDPCPB	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://steamcommunity.com/sharedfiles/filedetails/?id=1970086138	Blank	1,5	PHTPTBD	HTDBSTT	CPHSPBS	CPBPPHC	HHHSSSS	CDDSCSP	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.imgur.com/8NnejN6.jpg	Snake	4	PHTSHBD	SPBBHTB	HCDBHSS	HBPBBPC	PCCDHDD	TDCCTTC	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/8819579be8902d77493a94f39426e64f	Blank	1,2	PPBBCSB	HHDSCDB	BTHPDPS	DHBCHTH	BBBBBBB	BBBBBBB	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/667499790950465537/667542406580666399/9394c6931767758b353d1f7ee8f7b1a4.png	Plus	4,5	PPBBTPB	BHBHCPP	TCHBTCS	BHSHCCB	CHSTCST	DBDTHSP	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/file/d/1Oj0buQsNPn7y17V-8WslgVIRLA0vMZB5/view?usp=sharing	Blank	0	PPBDTBT	CTDHPHT	BTCSTBC	THSBCCH	HHBCCCT	BSDCCSP	Verified		Slightly rotated image, verified with singular pillar orientation		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667777756435841025/667788775060930570/tiger_release_final_20200117_091620.png	Blank	1,2	PPBHBHB	HHPHDST	SDCHSCD	TCHSDHS	HHSBDBD	BPDCPST	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.gyazo.com/thumb/1200/66ac78d10493906d4e29db6ef9421269-png.jpg	Blank	1,3	PPBHHDD	DDTHDHS	DDBPBPC	DCSBDDH	SSTDDPB	DDHDPSD	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667145204385579009/667773518401896448/1085660_20200117115326_1.png	Blank	0,3,4	PPBHHPS	PSPDPCD	HHSDBCT	SPBBHBD	TTCPDPC	PTBPPTD	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/FQGaM5C	Blank	1,4	PPBHPHB	HPBCHPD	PCSTTBS	HCBSDHS	HDCHHHT	CHBBBDC	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/40990079672c155f3a41eb3b01dd8250	Blank	0,3,4	PPBSHPC	THTSHBC	BSHDSTC	HSPHBSS	TPBTTDT	SPTCPSC	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1SS44G7NgIxQhDuR5zh0KILFa4L0ylArt	Blank	2	PPBTCBC	CBPHDDT	CDHTTSD	PSCPCSB	PCPPSHC	BBHTTPT	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/a/4U7hYGD	Plus	2	PPCBDTT	HDHCDHD	DBSCCBD	TTTCDSH	HHDPPCB	TSPCHCB	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=16tY0tEoNrj8Sl5H_8-3uQ3YCzmiP_asw	Blank	3	PPCCSHT	SPBDCSH	BDSDPDD	TBCHHCH	HCHSBBH	STBHDST	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/547576011185979418/667220268095111169/tiger_release_final_20200115_211452.png	Plus	1,4	PPCHDBB	TCBTSBH	DCBHCDP	CTSDTCB	HTSHPBS	BHSPDPP	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.imgur.com/DhNQERJ.jpg	Blank	2	PPCPCDH	BCBTCTS	PSPPPCD	HHBDDHH	BBBBBBB	BBBBBBB	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/8gYxdCT	Blank	0	PPCPPTP	PHCPSTP	HPCSCDB	CHCSBBH	SHBTBHT	DDBSBST	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/551582063850029096/667495798950461450/Destiny_2_1_16_2020_4_21_59_PM.png	Blank	1,2,3,4	PPCSPSB	CTBHCDT	TSDDCCC	PHDBDST	PHCTCDD	CDCDPHS	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1cv0WBN2NIlW5yDAqldOxw60yd9KdDVc8	Blank	0,1,2,4	PPCTCTP	HHCPTBD	BHCBDCD	BPCSHTT	SSDTBBC	HHSSSST	Verified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
